,namespace,grade,Porcentagem de engajamento em AAs,Número de AAs por turma,Média de exercícios de AA por turma,Porcentagem de visualização de relatórios de AA
1408,saoluiz,em 1a serie,0.0,0.0,0.0,0.0
1409,sas,em 1a serie,0.0,8.0,466.0,0.0
1410,sasadapt,ef 1o ano,1.0,2.0,8.0,0.5
1411,sasadapt,em 1a serie,0.0,0.0,0.0,0.0
1412,sasadaptem,ef 1o ano,0.0,0.0,0.0,0.0
1413,sasadaptem,em 1a serie,0.0,0.0,0.0,0.0
1414,sasadaptfund,em 1a serie,0.0,0.0,0.0,0.0
1415,sasadaptrelatorios,em 1a serie,0.0,0.0,0.0,0.0
1416,saseducacao,em 1a serie,0.0,0.0,0.0,0.0
1417,seletivoeducallis,ef 5o ano,1.0,1.0,20.0,0.0
1418,seletivoeducallis,ef 7o ano,0.0,0.0,0.0,0.0
1419,seletivoeducallis,ef 8o ano,0.0,0.0,0.0,0.0
1420,seletivoeducallis,em 1a serie,0.1428571428571428,1.0,20.0,0.0
1421,seletivoeducallis,em 2a serie,0.1428571428571428,2.0,40.0,0.1428571428571428
1422,serios,em 1a serie,0.0,0.0,0.0,0.0
1423,simbios,outro,0.0992438563327032,1.0,276.0,0.075098814229249
1424,simuladoita,outro,0.489489333748228,1.5,50.5,0.0163265306122449
1425,sistemaprima,ef 3o ano,0.0,0.0,0.0,0.0
1426,sistemaprima,ef 7o ano,0.0,0.0,0.0,0.0
1427,sistemaprima,ef 9o ano,0.0,0.0,0.0,0.0
1428,sistemaprima,em 1a serie,0.0,0.0,0.0,0.0
1429,sistemaprima,em 2a serie,0.0,0.0,0.0,0.0
1430,sistemaprima,em 3a serie,0.0,0.0,0.0,0.0
1431,sme,ef 6o ano,0.0,0.0,0.0,0.0
1432,sobral,outro,0.0,1.0,7.0,0.0
1433,solarcursinho,ef 4o ano,0.0,0.0,0.0,0.0
1434,souhabilis,ef 6o ano,0.0,0.0,0.0,0.0
1435,souhabilis,em 3a serie,0.0859375,12.0,540.0,0.0807291666666666
1436,souhabilis,outro,0.1615180166441549,11.0,775.0,0.143658810325477
1437,spdacruz,ef 3o ano,0.0,0.0,0.0,0.0
1438,spdacruz,ef 6o ano,0.9993006014827248,9.714285714285714,137.71428571428572,0.9572368421052632
1439,spdacruz,ef 7o ano,0.9894027840143692,6.166666666666667,102.16666666666669,0.9388560157790928
1440,spdacruz,ef 8o ano,0.9992804029743344,5.666666666666667,122.66666666666669,0.930783242258652
1441,spdacruz,ef 9o ano,0.9813386414530978,7.285714285714286,140.28571428571428,0.805408271474019
1442,spdacruz,em 1a serie,0.983482704984816,6.5,117.16666666666669,0.798454603992273
1443,spdacruz,em 2a serie,0.9797078562968812,7.833333333333333,129.16666666666666,0.6088034717916925
1444,spdacruz,em 3a serie,0.9653643336529244,4.916666666666667,83.25,0.6129831516352825
1445,stellamarisaguaverde,ef 2o ano,0.2219101123595505,3.0,76.66666666666667,0.2865168539325842
1446,stellamarisaguaverde,ef 3o ano,0.2138429752066115,3.333333333333333,59.333333333333336,0.5
1447,stellamarisaguaverde,ef 4o ano,0.3535714285714286,2.6666666666666665,80.0,0.4214285714285714
1448,stellamarisaguaverde,ef 5o ano,0.4030973451327433,7.0,113.0,0.4142857142857143
1449,stellamarisaguaverde,ef 6o ano,0.5107638888888889,16.0,144.0,0.56973293768546
1450,stellamarisaguaverde,ef 7o ano,0.5011116051578479,19.0,173.0,0.6356275303643725
1451,stellamarisjuveve,ef 2o ano,0.1012269938650306,2.6666666666666665,53.333333333333336,0.1809815950920245
1452,stellamarisjuveve,ef 3o ano,0.2802197802197802,11.25,112.5,0.2368159203980099
1453,stellamarisjuveve,ef 4o ano,0.3991462113127001,11.333333333333334,136.66666666666666,0.4813233724653148
1454,stellamarisjuveve,ef 5o ano,0.3912039466778629,12.666666666666666,140.66666666666666,0.5321931589537223
1455,stellamarisjuveve,ef 6o ano,0.4325071326676177,10.5,120.0,0.5450121654501217
1456,stellamarisjuveve,ef 7o ano,0.5220563284696301,12.666666666666666,141.0,0.5763239875389408
1457,stellamarisjuveve,ef 8o ano,0.5277777777777778,6.75,86.0,0.5095486111111112
1458,stellamarisjuveve,ef 9o ano,0.4370937217148029,15.0,199.0,0.4463878326996198
1459,stellamarisjuveve,em 1a serie,0.2946185585111052,57.5,579.0,0.2518437585359191
1460,stellamarisjuveve,em 2a serie,0.341806554756195,57.0,556.0,0.3204678362573099
1461,stellamarisjuveve,em 3a serie,0.8654814814814815,7.0,600.0,0.638095238095238
1462,stellamarisjuveve,outro,0.1641025641025641,7.0,600.0,0.1098901098901098
1463,stellamarisxaxim,ef 2o ano,0.4066404855408783,8.5,144.0,0.1329787234042553
1464,stellamarisxaxim,ef 3o ano,0.4196787148594377,9.0,145.0,0.0863453815261044
1465,stellamarisxaxim,ef 4o ano,0.4233788892119802,9.5,181.0,0.2909356725146199
1466,stellamarisxaxim,ef 5o ano,0.4714747039827772,10.666666666666666,160.0,0.3229278794402583
1467,stellamarisxaxim,ef 6o ano,0.4820233077113811,17.5,176.0,0.4488778054862843
1468,stellamarisxaxim,ef 7o ano,0.4847222222222222,9.0,180.0,0.4625
1469,stellamarisxaxim,ef 8o ano,0.4728506787330316,19.0,182.0,0.3978328173374613
1470,stellamarisxaxim,ef 9o ano,0.4128289473684211,20.0,192.0,0.3894736842105263
1471,stellamarisxaxim,em 1a serie,0.3398549502445606,50.0,539.0,0.3771377137713771
1472,stellamarisxaxim,em 2a serie,0.4363176624836111,52.0,562.0,0.2621457489878542
1473,stellamarisxaxim,em 3a serie,0.6434294871794872,7.0,576.0,0.6043956043956044
1474,studos,em 1a serie,0.3333333333333333,1.0,2.0,0.3333333333333333
1475,testevictorhugo,ef 7o ano,1.0,1.0,9.0,0.0
1476,testevictorhugo,em 1a serie,0.3333333333333333,3.0,90.0,0.0
1477,tomasdeaquino,em 1a serie,0.0,0.0,0.0,0.0
1478,topguncolombo,em 3a serie,0.0,0.0,0.0,0.0
1479,uirapuru,ef 6o ano,0.0,0.0,0.0,0.0
1480,universitariolondrina,ef 3o ano,0.8846153846153846,0.3333333333333333,10.0,0.0192307692307692
1481,universitariolondrina,ef 4o ano,0.9609375,1.3333333333333333,40.0,0.73828125
1482,universitariolondrina,ef 5o ano,0.9655172413793104,1.75,70.0,0.8095238095238095
1483,universitariolondrina,ef 6o ano,0.8171456287134715,13.0,402.3333333333333,0.6538339166401527
1484,universitariolondrina,ef 7o ano,0.7607317660274412,14.333333333333334,377.6666666666667,0.6142573273720815
1485,universitariolondrina,ef 8o ano,0.7312708458051825,9.25,420.75,0.6328552803129074
1486,universitariolondrina,ef 9o ano,0.6704038456002993,14.75,574.0,0.4530758226037196
1487,universitariolondrina,em 1a serie,0.5670721268075547,25.2,1353.0,0.2823065195946552
1488,universitariolondrina,em 2a serie,0.508794982828132,33.25,1480.0,0.2224899264736426
1489,universitariolondrina,em 3a serie,0.4362591353599981,24.166666666666668,780.5,0.1176910083160083
1490,universitariolondrina,outro,0.2078210738348267,4.777777777777778,222.0,0.2124223602484472
1491,universobarcarena,ef 1o ano,0.3349917081260364,15.0,139.0,0.0716049382716049
1492,universobarcarena,ef 2o ano,0.4403028538147932,21.0,202.0,0.2072829131652661
1493,universobarcarena,ef 3o ano,0.3270579549649317,16.5,155.5,0.0852974186307519
1494,universobarcarena,ef 4o ano,0.4747826086956522,23.0,230.0,0.1565217391304348
1495,universobarcarena,ef 5o ano,0.3402225755166931,37.0,370.0,0.143879173290938
1496,universobarcarena,ef 6o ano,0.5916798553018313,23.5,237.0,0.5038674033149171
1497,universobarcarena,ef 7o ano,0.5566702819956616,15.0,229.33333333333331,0.4768211920529801
1498,universobarcarena,ef 8o ano,0.4693391340377045,21.5,203.5,0.3532608695652174
1499,universobarcarena,ef 9o ano,0.596453683888719,26.0,262.0,0.5254491017964071
1500,universobarcarena,em 1a serie,0.4682327816337426,20.5,397.5,0.2926646706586826
1501,universobarcarena,em 2a serie,0.5786057692307692,14.333333333333334,463.3333333333333,0.2926315789473684
1502,universobarcarena,em 3a serie,0.4765958315471452,12.0,426.0,0.2559774964838256
1503,veracruz,em 1a serie,0.0,0.0,0.0,0.0
1504,vertice,em 1a serie,0.0,0.0,0.0,0.0
1505,villalobos,ef 3o ano,0.0,0.0,0.0,0.0
1506,villalobos,ef 4o ano,0.6279761904761905,5.0,25.0,0.7619047619047619
1507,villalobos,ef 5o ano,0.6666666666666666,5.666666666666667,28.33333333333333,0.783068783068783
1508,villalobos,ef 6o ano,0.5836843272001774,11.5,75.5,0.5397653194263363
1509,villalobos,ef 7o ano,0.7416775153431281,12.5,86.0,0.6920529801324503
1510,villalobos,ef 8o ano,0.63689505165851,13.5,98.5,0.5954861111111112
1511,villalobos,ef 9o ano,0.6360619469026548,12.333333333333334,77.33333333333333,0.5943396226415094
1512,villalobos,em 1a serie,0.7688599348534202,7.333333333333333,49.0,0.6113681427627231
1513,villalobos,em 2a serie,0.6082101806239737,27.5,184.5,0.5661375661375662
1514,villalobos,em 3a serie,0.6204545454545455,21.0,120.0,0.5436974789915966
1515,visaorecife,em 1a serie,0.0,0.0,0.0,0.0
1516,vitae,ef 1o ano,0.0,2.0,20.0,0.0
1517,vitae,ef 2o ano,0.0,6.0,75.0,0.0
1518,vitae,ef 3o ano,0.0,2.0,20.0,0.0
1519,vitae,ef 4o ano,0.0,1.0,10.0,0.0
1520,vitae,ef 5o ano,0.0,1.0,10.0,0.0
1521,vitalbrazil,em 1a serie,0.0,0.0,0.0,0.0
1522,wilsondeandradebarreto,em 1a serie,0.0,1.0,8.0,0.0
