,namespace,Porcentagem de engajamento em AAs,Número de AAs por turma,Média de exercícios de AA por turma,Tempo de correção por aluno por questão,Tempo médio entre criação e publicação de AA por questão,Tempo médio entre publicação e ínicio de AA,Porcentagem de visualização de relatórios de AA,Porcentagem de relatórios de AA visualizados por docente,Porcentagem de administrantes que visualizaram relatórios de AA
1145,escolavida,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1146,escolavitoriaregia,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1147,escolazeferino,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1148,escolinhacaca,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1149,espacoamais,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1150,espacoeducar,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1151,espacolivre,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1152,especificocn,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1153,esperoqueestesejaok,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1154,esramada,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1155,estantefix,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1156,esteioeducacaoadventista,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1157,estreladedavi,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1158,estudar,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1159,etaf,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1160,etepsjc,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1161,etsaomatheus,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1162,eucorrijo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1163,eurekacolegio,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1164,evangcriancafeliz,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1165,evangelicagoianesia,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1166,evangelicobebedouro,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1167,evangelicobetel,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1168,evangelicoce,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1169,evolucao,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1170,exato,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1171,exitoinstituto,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1172,experimentacao,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1173,experimentacaogratuita,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1174,facens,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1175,facesp,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1176,faculdadeamadeus,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1177,faculdadeguarai,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1178,faculdadejaguariuna,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1179,faculdadeterranordeste,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1180,fariasbrito,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1181,fatene,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1182,fazeducacao,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1183,febave,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1184,felipemanoelcampos,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1185,fepcrato,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1186,fernaogaivota,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1187,fide,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1188,fiep,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1189,finalizandabagaca,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1190,fip,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1191,fisicadf,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1192,fisicainloco,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1193,fisicamarginal,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1194,fito,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1195,flordenicedacosta,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1196,florestasenadorcanedo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1197,fmit,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1198,fmu,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1199,fontenova,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1200,formacao,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1201,franciscoperes,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1202,fsjb,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1203,ftd,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1204,ftec,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1205,fundacaoeducar,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1206,futuroeducacional,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1207,gabrielrtaliuli,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1208,gacc,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1209,gaga,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1210,galileugalilei,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1211,gamt,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1212,gdv,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1213,gef,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1214,genesiscolegioecurso,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1215,genesislife,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1216,genesisstellamaris,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1217,genius,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1218,geracaocolegioecurso,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1219,geraeduca,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1220,gestaodenegocios,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1221,ginasioanchieta,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1222,ginasiodeeducacaodavinci,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1223,giramundo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1224,girassolcrecheescola,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1225,gislainerosati,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1226,gracinha,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1227,granbery,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1228,grupoiep,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1229,grupopreve,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1230,gualberto,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1231,guidotti,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1232,guilhermefilho,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1233,guroo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1234,habilis,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1235,habilisescolaecurso,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1236,habillis,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1237,hackiandoaeduc,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1238,hamiltondarocha,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1239,harmoniabilingue,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1240,herciliovilanova,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1241,highline,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1242,hogwarts,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1243,https://colegiomastersp,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1244,hubeducacional,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1245,humbertocampos,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1246,iabcd,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1247,iacs,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1248,ias,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1249,iceducacao,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1250,idealbsb,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1251,idealsagradocoracaodejesus,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1252,ienec,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1253,ienh,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1254,iepam,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1255,iescamp,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1256,iesg,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1257,ifaba,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1258,iftmparacatu,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1259,imep,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1260,imhpicos,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1261,imjedu,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1262,impactofloriano,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1263,imundoideal,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1264,ingenious,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1265,inovar,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1266,insef,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1267,insgmacae,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1268,inspira,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1269,inspire,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1270,inspiresjc,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1271,institutoadventus,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1272,institutocaminhar,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1273,institutocolorir,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1274,institutocristaoeducacao,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1275,institutocristaoma,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1276,institutoeducacaosp,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1277,institutoeducacionalanaoliveira,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1278,institutoeducacionaldeamericana,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1279,institutoeducacionalflorence,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1280,institutoeducacionalsuperacao,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1281,institutokairos,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1282,institutomariobragancamg,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1283,institutomeninodedeus,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1284,institutomontessori,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1285,institutomuda,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1286,institutopandavas,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1287,integradaruibarbosa,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1288,integraformacoes,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1289,intensivaocomalu,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1290,ios,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1291,ipae,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1292,ipanemanotredame,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1293,ipcabofrio,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1294,ipcf,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1295,ipdhsolucoes,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1296,ipec,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1297,ipeccotia,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1298,ipeeducacao,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1299,ipemg,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1300,ipenilopolis,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1301,ipeonline,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1302,ipepirai,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1303,iperesende,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1304,ipesimonton,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1305,ipetucurui,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1306,ipi,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1307,ipirangasesi,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1308,ipresbiterianocf,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1309,iracilvianunes,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1310,iraciveiga,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1311,isaacnewtonsp,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1312,isec,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1313,ispindorama,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1314,italo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1315,iter,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1316,ivantotola,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1317,ivv,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1318,jaimekratz,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1319,jam,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1320,jeanjacquesrousseau,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1321,jesusmariajose,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1322,jhg,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1323,joaoferreira,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1324,joaohmendonca,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1325,joaolyrafilho,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1326,joaopedrodealmeida,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1327,joaorosa,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1328,joaosampaio,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1329,joaoxxiii,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1330,joracycruz,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1331,josecabral,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1332,josecesario,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1333,joseflorencio,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1334,josehumbertoborges,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1335,josemariano,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1336,josepinheiro,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1337,josesoares,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1338,jpathias,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1339,juarezwanderley,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1340,juntos,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1341,kepler,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1342,kerygma,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1343,khanacademy,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1344,kidsbaby,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1345,kijuj,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1346,kiujo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1347,kl3,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1348,kuadro,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1349,kzdireitodigital,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1350,labatualidades,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1351,laboratoriosromildo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.5
1352,lagracia,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1353,lamark,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1354,lapiseartes,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1355,lapisnamao,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1356,lasalledores,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1357,lavraguedes,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1358,lealecarvalho,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1359,leme,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1360,leonor,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1361,lepetitsp,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1362,libanobrasileiro,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1363,liceufranco,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1364,liceusalesiano,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1365,lidera,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1366,lighthouse,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1367,linkandlearn,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1368,liviacarneiro,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1369,liviasoares,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1370,livreaprender,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1371,llesser,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1372,logicareforcoescolar,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1373,losango,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1374,lourdinascg,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1375,lourencofilho,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1376,lucasmadsen,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1377,luizgonzaga,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1378,lumen,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1379,lumiere,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1380,luminaedu,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1381,maanaim,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1382,macbrasiliaint,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1383,machadodeassispicos,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1384,mackenziebrasilia,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1385,mackenziesaopaulo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1386,mackenzietambore,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1387,madresavina,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1388,madretereza,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1389,magma,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1390,magna,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1391,manoelbernardino,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1392,manoelfrancisco,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1393,manoelmarcelino,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1394,manoelpereira,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1395,manoelqueiroz,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1396,maper,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1397,marcelinasbotucatu,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1398,marcelochumer,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1399,marciliopires,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1400,marcosfreitas,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1401,mariaaugusta,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1402,mariacarmo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1403,mariaeunice,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1404,marialaura,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1405,marialeao,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1406,marialuiza,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1407,mariamerces,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1408,marianair,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1409,mariaolinda,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1410,marinanascimento,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1411,maristacentronorte,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1412,maristacolatina,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1413,maristajoaopauloii,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1414,marketing,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1415,marqueslima,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1416,masterbezerra,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1417,masternatal,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1418,mastersolucoes,0.0,0.0,0.0,0,0,0,0.0,0.0,0.1
1419,mastersul,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1420,materamabilis,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1421,materdei,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1422,mathmind,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1423,matriz,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1424,maxeducacional,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1425,maxime,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1426,mayrink,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1427,medcel,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1428,melquiadescamelo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1429,meninojesuspe,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1430,mentoring,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1431,mesalva,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1432,mestre,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1433,mestrezecaamancio,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1434,metodistadosul,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1435,mfecursos,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1436,migueldecervantes,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1437,milhaense,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1438,miraflores,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1439,mls,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1440,mocinhagomes,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1441,moniquebarreto,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1442,monsenhorfrancisco,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1443,montedasoliveiras,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1444,moppe,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1445,moria,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1446,motivacao,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1447,mov,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1448,msetemporario,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1449,msofia,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1450,mundialcc,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1451,mundialfranciscobeltrao,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1452,mundodeplatao,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1453,mundoencantado,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1454,mupi,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1455,mutiraodesaomarcos,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1456,nageljewishacademy,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1457,naia,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1458,necicem,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1459,nep,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1460,nesfa,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1461,newtonpaiva,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1462,nextgestor,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1463,nihongogakkou,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1464,nilip,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1465,nova,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1466,novaalianca,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1467,novadimensao,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1468,novaepoca,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1469,novavisao,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1470,novoemlasalle,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1471,novooriente,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1472,nsaparecida,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1473,nsconceicao,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1474,nsdasneves,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1475,nsdosagradocoracao,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1476,nsfatima,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1477,nsgloria,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1478,nsressureicao,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1479,nucec,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1480,nuvemvoadora,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1481,objetivocentro,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1482,objetivoguaxupe,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1483,objetivogurupi,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1484,objetivoportal,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1485,objetivosjc,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1486,objetivosorocaba,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1487,objetivozonanorte,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1488,obrasilparacristo,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1489,oiapoque,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1490,olavonunes,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1491,oliveiranetto,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1492,ongcidadededeus,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
1493,opet,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
