,namespace,Semana,Porcentagem de engajamento em AAs,Número de AAs por turma,Média de exercícios de AA por turma,Tempo de correção por aluno por questão,Tempo médio entre criação e publicação de AA por questão,Tempo médio entre publicação e ínicio de AA,Porcentagem de visualização de relatórios de AA,Porcentagem de relatórios de AA visualizados por docente
2429,lerote,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2430,lerote,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2431,lerote,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2432,lerote,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2433,lerote,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2434,lerote,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2435,lerote,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2436,lerote,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2437,lerote,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2438,liceujardim,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2439,liceujardim,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2440,liceujardim,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2441,liceujardim,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2442,liceujardim,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2443,liceujardim,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2444,liceujardim,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2445,liceujardim,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2446,liceujardim,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2447,liceujardim,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2448,liderasas,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2449,liderasas,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2450,liderasas,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2451,liderasas,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2452,liderasas,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2453,liderasas,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2454,liderasas,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2455,liderasas,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2456,liderasas,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2457,liderasas,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2458,liderasas,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2459,liessin,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2460,liessin,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2461,liessin,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2462,liessin,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2463,liessin,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2464,liessin,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2465,litteratus,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2466,magno,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2467,magno,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2468,magno,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2469,magno,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2470,magno,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2471,magno,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2472,magno,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2473,magno,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2474,magno,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2475,magno,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2476,magno,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2477,magnum,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2478,magnum,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2479,magnum,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2480,magnum,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2481,magnum,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2482,magnum,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2483,magnum,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2484,magnum,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2485,magnum,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2486,magnum,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2487,magnum,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2488,magnumagostiniano,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2489,magnumagostiniano,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2490,magnumagostiniano,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2491,magnumagostiniano,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2492,magnumagostiniano,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2493,magnumagostiniano,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2494,magnumagostiniano,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2495,magnumagostiniano,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2496,magnumagostiniano,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2497,magnumagostiniano,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2498,magnumagostiniano,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2499,maristadomsilverio,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2500,maristadomsilverio,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2501,maristadomsilverio,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2502,maristadomsilverio,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2503,maristadomsilverio,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2504,maristadomsilverio,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2505,maristadomsilverio,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2506,maristadomsilverio,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2507,maristadomsilverio,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2508,maristadomsilverio,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2509,meta,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2510,meta,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2511,meta,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2512,meta,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2513,meta,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2514,meta,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2515,meta,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2516,meta,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2517,meta,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2518,meta,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2519,metodocerto,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2520,metodocerto,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2521,metodocerto,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2522,metodocerto,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2523,metodocerto,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2524,metodocerto,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2525,metodocerto,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2526,metodocerto,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2527,metodocerto,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2528,metodocerto,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2529,mobile,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2530,mobile,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2531,mobile,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2532,mobile,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2533,mobile,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2534,mobile,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2535,mobile,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2536,mobile,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2537,mobile,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2538,mobile,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2539,mobile,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2540,motiva,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2541,motiva,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2542,motiva,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2543,motiva,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2544,motiva,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2545,motiva,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2546,motiva,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2547,motiva,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2548,motiva,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2549,motiva,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2550,motiva,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2551,nossasenhoradesion,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2552,nossasenhoradesion,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2553,nossasenhoradesion,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2554,nossasenhoradesion,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2555,nossasenhoradesion,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2556,nossasenhoradesion,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2557,nossasenhoradesion,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2558,nossasenhoradesion,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2559,nossasenhoradesion,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2560,nossasenhoradesion,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2561,nossasenhoradesion,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2562,notredame,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2563,notredame,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2564,notredame,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2565,notredame,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2566,notredame,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2567,notredame,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2568,notredame,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2569,notredame,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2570,notredame,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2571,notredame,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2572,notredame,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2573,nsdasgracas,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2574,nsdasgracas,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2575,nsdasgracas,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2576,nsdasgracas,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2577,nsdasgracas,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2578,nsdasgracas,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2579,nsdasgracas,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2580,nsdasgracas,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2581,nsdasgracas,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2582,nsdasgracas,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2583,nsdasgracas,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2584,nsdasgracas,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2585,nsdasgracas,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2586,nucleo,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2587,nucleo,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2588,nucleo,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2589,nucleo,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2590,nucleo,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2591,nucleo,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2592,nucleo,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2593,nucleo,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2594,nucleo,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2595,nucleo,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2596,nucleo,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2597,objetivoamericana,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2598,objetivoamericana,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2599,objetivoamericana,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2600,objetivoamericana,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2601,objetivoamericana,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2602,objetivoamericana,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2603,objetivoamericana,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2604,objetivoamericana,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2605,objetivoamericana,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2606,objetivoamericana,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2607,objetivohortolandia,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2608,objetivohortolandia,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2609,objetivohortolandia,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2610,objetivohortolandia,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2611,objetivohortolandia,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2612,objetivohortolandia,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2613,objetivohortolandia,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2614,objetivohortolandia,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2615,objetivohortolandia,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2616,objetivohortolandia,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2617,objetivoteresina,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2618,objetivoteresina,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2619,objetivoteresina,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2620,objetivoteresina,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2621,objetivoteresina,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2622,objetivoteresina,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2623,objetivoteresina,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2624,objetivoteresina,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2625,objetivoteresina,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2626,oficinadoestudante,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2627,oficinadoestudante,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2628,oficinadoestudante,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2629,oficinadoestudante,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2630,oficinadoestudante,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2631,oficinadoestudante,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2632,osequim,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2633,oswald,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2634,oswald,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2635,oswald,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2636,oswald,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2637,oswald,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2638,oswald,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2639,oswald,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2640,oswald,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2641,oswald,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2642,oswalddeandrade,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2643,oswalddeandrade,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2644,oswalddeandrade,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2645,oswalddeandrade,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2646,oswalddeandrade,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2647,oswalddeandrade,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2648,oswalddeandrade,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2649,oswalddeandrade,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2650,oswalddeandrade,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2651,oswalddeandrade,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2652,oswalddeandrade,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2653,overjoaopessoa,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2654,overnascimentodecastro,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2655,overnascimentodecastro,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2656,overnascimentodecastro,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2657,overpontanegra,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2658,overzonanorte,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2659,overzonanorte,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2660,ovquim,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2661,padreeustaquio,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2662,padreeustaquio,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2663,padreeustaquio,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2664,padreeustaquio,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2665,padreeustaquio,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2666,padreeustaquio,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2667,padreeustaquio,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2668,padreeustaquio,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2669,padreeustaquio,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2670,padreeustaquio,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2671,padreeustaquio,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2672,palmares,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2673,palmares,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2674,palmares,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2675,palmares,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2676,palmares,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2677,palmares,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2678,palmares,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2679,palmares,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2680,palmares,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2681,palmares,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2682,palmares,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2683,pcf,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2684,pcf,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2685,pcf,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2686,pcf,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2687,pcf,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2688,pcf,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2689,pcf,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2690,pcf,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2691,pcf,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2692,pcf,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2693,pensecursos,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2694,pensecursos,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2695,pensecursos,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2696,pensecursos,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2697,pensecursos,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2698,pensecursos,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2699,pensecursos,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2700,pensecursos,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2701,pensecursos,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2702,pensecursos,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2703,physicsalcindocacela,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2704,physicsalcindocacela,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2705,physicsalcindocacela,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2706,physicsbatistacampos,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2707,physicsconselheirofurtado,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2708,physicsconselheirofurtado,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2709,pioxi,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2710,pioxii,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2711,pioxii,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2712,pioxii,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2713,pioxii,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2714,pioxii,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2715,pioxii,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2716,pioxii,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2717,pioxii,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2718,pioxii,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2719,pioxii,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2720,playpen,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2721,playpen,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2722,playpen,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2723,playpen,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2724,playpen,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2725,playpen,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2726,playpen,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2727,playpen,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2728,playpen,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2729,playpen,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2730,playpen,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2731,poliedro,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2732,poliedro,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2733,poliedro,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2734,poliedro,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2735,poliedro,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2736,poliedro,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2737,poliedropv,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2738,poliedropv,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2739,poliedropv,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2740,portalsas,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2741,portalsas,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2742,portalsas,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2743,portalsas,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2744,portalsas,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2745,portalsas,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2746,portoseguro,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2747,portoseguro,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2748,portoseguro,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2749,portoseguro,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2750,portoseguro,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2751,portoseguro,29.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2752,portoseguro,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2753,portoseguro,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2754,portoseguro,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2755,positivo,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2756,positivo,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2757,positivo,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2758,positivo,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2759,preparatec,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2760,preparatec,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2761,preparatec,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2762,preparatec,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2763,preparatec,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2764,preparatec,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2765,preparatec,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2766,preparatec,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2767,preparatec,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2768,preparatec,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2769,preparavest,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2770,preparavest,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2771,preparavest,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2772,preparavest,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2773,preparavest,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2774,preparavest,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2775,preparavest,31.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2776,preparavest,32.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2777,preparavest,33.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2778,preparavest,35.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2779,prisma,23.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2780,prisma,24.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2781,prisma,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2782,prisma,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2783,prisma,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0
2784,prisma,28.0,0.0,0.0,0.0,0,0,0,0.0,0.0
