,namespace,Semana,Porcentagem de engajamento em AAs,Número de AAs por turma,Média de exercícios de AA por turma,Tempo de correção por aluno por questão,Tempo médio entre criação e publicação de AA por questão,Tempo médio entre publicação e ínicio de AA,Porcentagem de visualização de relatórios de AA,Porcentagem de relatórios de AA visualizados por docente
152,progressaoig,32.0,0.9559439549328326,3.333333333333333,58.333333333333336,0,0 days 00:00:35.753313580,4 days 12:06:31.289868400,0.7166900420757363,0.8555555555555556
153,colegioglobal,32.0,0.9554074074074074,2.583333333333333,26.666666666666668,0 days 00:48:12.993862500,0 days 03:13:46.171988296,8 days 17:23:02.699740645,0.6615853658536586,0.7685185185185186
154,pioxiicolegio,31.0,0.9550660792951542,0.8571428571428571,4.285714285714286,0 days 00:07:45.010196,0 days 18:02:16.653284180,5 days 02:59:48.826161,0.756,1.0
155,cem,31.0,0.9549653579676676,1.6666666666666667,13.11111111111111,0,0 days 01:44:21.794478521,7 days 18:57:32.594113933,0.7747747747747747,1.0
156,ceespacolivre,24.0,0.9544226873733964,1.7333333333333334,40.266666666666666,0 days 04:10:19.355367750,0 days 00:48:46.316476677,6 days 09:02:27.277597730,0.8002028397565923,0.8571428571428571
157,colegiouirapuru,24.0,0.954381679389313,1.606060606060606,18.63636363636364,0,0 days 00:05:45.063965379,0 days 08:37:23.189384547,0.3959731543624161,0.95625
158,cbpdigital,33.0,0.9541984732824428,1.0,8.0,0,0 days 18:31:20.928973025,1 days 17:17:14.455975800,0.900763358778626,0.15625
159,progressaoig,26.0,0.953924248340492,2.2,26.2,0,0 days 00:00:37.082900325,1 days 17:51:29.115894545,0.7475961538461539,0.8571428571428571
160,colegiobatistaindependente,25.0,0.9527688875957716,5.0,90.63636363636364,0 days 00:25:44.572665250,0 days 00:04:09.798784395,1 days 16:20:48.846289836,0.7959558823529411,0.7193858225108225
161,acessocampolargokids,26.0,0.952755905511811,0.6,10.4,0,0 days 02:06:17.992989347,1 days 06:42:03.899174,0.2291666666666666,1.0
162,colegiointegral,30.0,0.9523881233842834,1.6607142857142858,29.214285714285715,0 days 07:43:37.917391,0 days 00:01:53.377934222,2 days 22:30:42.597329279,0.7555178268251274,0.7005140692640693
163,colegioeducallis,24.0,0.9515311943772534,0.8813559322033898,24.389830508474574,1 days 09:31:44.058122437,0 days 04:31:35.427319846,1 days 11:34:14.383012134,0.7142857142857143,0.8275641025641026
164,progressaodc,30.0,0.9501661129568106,1.0,6.333333333333333,0,0 days 00:00:14.298132253,12 days 11:28:43.048843333,0.5148514851485149,1.0
165,pioxi,23.0,0.9498360655737704,1.3823529411764706,30.88235294117647,0 days 01:59:10.223446750,0 days 09:10:35.468521808,3 days 12:47:32.436621446,0.7049180327868853,0.5292929292929294
166,ceespacolivre,27.0,0.9496221662468514,1.4,14.4,0 days 03:13:59.964707200,0 days 00:42:01.209492054,0 days 13:04:30.413622857,0.65,1.0
167,pioxiicolegio,30.0,0.9486203615604186,0.625,7.25,0,2 days 06:56:38.265536126,3 days 16:47:52.010382600,0.8211206896551724,0.6666666666666666
168,cbpdigital,35.0,0.948157401623985,2.0,63.0,0,0 days 00:00:04.734626983,0 days 17:20:24.998523187,0.7800982800982801,0.6246084232509573
169,colegioensitec,32.0,0.9475108225108224,1.25,24.0,0 days 00:10:51.348791666,0 days 00:29:58.323381792,12 days 03:54:36.474695600,0.3552631578947368,1.0
170,acessocampolargokids,27.0,0.9474605954465848,0.5714285714285714,9.714285714285714,0,0 days 00:37:46.531465927,1 days 22:16:51.618848500,0.3793103448275862,1.0
171,amadeus,33.0,0.9463055912221314,0.7666666666666667,20.466666666666665,15 days 12:14:11.741419750,0 days 00:02:07.679629229,1 days 21:02:10.645699913,0.8256658595641646,0.8
172,colegioalphaunis,27.0,0.9461936437546192,1.2,22.7,0 days 07:41:26.118745400,0 days 00:24:51.189069707,4 days 00:09:13.266369083,0.6409638554216868,0.9285714285714286
173,colegiobatistaindependente,34.0,0.9459997346424308,4.769230769230769,57.69230769230769,0 days 00:39:04.092519857,0 days 00:05:23.114666347,0 days 22:19:40.683220725,0.8091872791519434,0.7803030303030304
174,colegioglobal,33.0,0.945962448481148,2.9166666666666665,28.25,0 days 01:33:29.718492750,0 days 00:46:25.724807769,3 days 20:13:35.113572342,0.9062957540263544,0.8777777777777778
175,invictus,26.0,0.9444655762647396,1.1428571428571428,25.285714285714285,0 days 04:30:52.887030,0 days 00:00:04.469264301,0 days 17:31:26.784474250,0.875,0.3766136681706856
176,colegiobetelbrasileirosp,35.0,0.9444444444444444,1.0,6.0,0,0 days 00:03:25.458922666,1 days 08:57:40.824681,0.5,1.0
177,colegiobrasilia,23.0,0.9443893764030205,2.4107142857142856,40.25,0,0 days 00:03:32.232166577,2 days 16:40:28.469238444,0.4334990209368881,0.8395276292335114
178,portinari,24.0,0.9436560934891486,0.3846153846153846,12.384615384615383,0 days 00:00:58.733863,0 days 17:26:01.341232076,1 days 18:49:21.161056800,0.8763157894736842,0.7333333333333333
179,casdinhosjc,23.0,0.9435480205445208,0.6666666666666666,64.83333333333333,0,0 days 00:04:55.691056060,0 days 02:59:24.440571250,0.3522906793048973,0.75
180,progressaodc,33.0,0.943498452012384,10.333333333333334,96.33333333333331,0 days 03:52:58.576567,0 days 00:31:35.230131873,6 days 01:36:51.183190935,0.6869391824526421,0.6964285714285714
181,colegioecursoprogressao,33.0,0.9423076923076924,11.076923076923077,97.6153846153846,0,0 days 00:00:32.230145507,3 days 17:08:18.817212250,0.6611074049366245,0.8119047619047619
182,cbpdigital,34.0,0.9418457648546144,1.6875,15.5,0,0 days 08:49:08.153440029,1 days 15:34:31.892357259,0.8169838945827232,0.2924679487179487
183,sagradafamilia,33.0,0.9411764705882352,1.0,10.0,0,0 days 00:36:43.793412400,0 days 00:25:13.793273,0.1764705882352941,1.0
184,portinari,28.0,0.940045383972292,0.5,15.205882352941176,0 days 01:12:22.750464500,0 days 01:47:48.504240133,2 days 15:47:05.058709529,0.7635968092820885,0.6960784313725491
185,overzonanorte,31.0,0.9387380777696258,1.6666666666666667,15.666666666666666,0,0 days 00:00:24.300327028,2 days 18:13:04.891248,0.374,0.5952380952380951
186,colegioglobal,24.0,0.938073121352864,4.625,45.25,0 days 03:41:29.782015875,0 days 01:04:48.752325185,2 days 23:04:10.041351459,0.6947368421052632,0.566025641025641
187,physicsbatistacampos,33.0,0.9366714642830088,0.5,70.875,0,0 days 00:00:10.498297502,0 days 08:44:26.714715750,0.0,0.0
188,overzonanorte,32.0,0.9366197183098592,1.8571428571428568,18.571428571428573,0,0 days 00:00:46.059330400,4 days 16:26:40.051949846,0.5634218289085545,0.8333333333333334
189,pioxiicolegio,33.0,0.9350031210986268,1.2,34.6,0,0 days 00:21:03.023414807,1 days 15:52:05.483958,0.597340930674264,1.0
190,colegioup,35.0,0.9334689481871484,1.2,61.0,0,0 days 07:36:50.481087188,1 days 00:27:11.220433500,0.2116788321167883,0.0
191,colegiobetelbrasileirosp,32.0,0.933352820812628,3.727272727272727,15.0,0 days 01:44:14.790020333,0 days 00:03:04.122214377,3 days 01:09:35.132419341,0.8071005917159764,0.9265873015873016
192,colegiomagnum,23.0,0.9329608938547486,0.4,90.0,0,0 days 00:07:09.812986016,1 days 00:15:16.577899,0.7318435754189944,0.0
193,psantagema,26.0,0.9318071115440818,1.0,54.35714285714285,0,0 days 00:00:07.535669365,1 days 08:54:05.975412500,0.782608695652174,0.119047619047619
194,overabelcabral,29.0,0.9311475409836064,0.5,7.666666666666667,0,0 days 00:00:16.310052565,34 days 06:54:00.365956333,0.6650485436893204,0.5
195,colegiosete,35.0,0.931046195652174,0.5555555555555556,10.22222222222222,0,0 days 12:15:31.366648440,1 days 06:22:25.147977200,0.6647727272727273,0.0
196,invictus,24.0,0.9308375634517766,1.3333333333333333,13.666666666666666,0,0 days 00:00:09.225335038,2 days 07:32:31.826661,0.8823529411764706,0.4065934065934065
197,colegiodasamericas,30.0,0.9296651959512068,1.0,12.38888888888889,0 days 05:18:31.227423083,0 days 00:03:47.282260768,5 days 19:35:37.192626833,0.6578947368421053,0.9743589743589745
198,santoamerico,25.0,0.9279953917050692,0.8888888888888888,7.555555555555555,0,0 days 00:06:34.780211545,4 days 22:55:59.824522500,0.6389891696750902,0.6095238095238096
199,colegiobatistaindependente,33.0,0.9274525968672712,2.1666666666666665,17.833333333333332,2 days 14:49:06.531804,0 days 00:02:10.752384322,0 days 20:03:07.377492384,0.8082191780821918,0.8666666666666667
200,acessocampolargokids,33.0,0.9268707482993196,0.5714285714285714,10.0,-1 days +23:21:27.661970,0 days 09:35:41.435656220,0 days 05:22:01.907170750,0.2413793103448276,1.0
201,colegiouirapuru,33.0,0.926256787528464,1.125,16.125,0,0 days 00:28:52.952778116,2 days 02:56:33.424751388,0.2541133455210237,0.6015151515151516
202,colegiocb,25.0,0.9255014326647564,1.0,6.5,0,0 days 00:00:18.992821816,0 days 11:14:29.732321,0.7450980392156863,1.0
203,integradaeducativa,33.0,0.9253731343283582,1.0,5.72093023255814,0 days 12:34:03.474221166,0 days 18:49:59.363362689,0 days 06:55:00.994127906,0.5129682997118156,0.6947916666666667
204,portinari,27.0,0.924552896397101,0.5357142857142857,21.357142857142858,0 days 02:22:18.158422,0 days 04:46:32.254547396,3 days 15:03:03.444936400,0.7965811965811965,0.8166666666666667
205,psantagema,24.0,0.924211744286954,2.833333333333333,25.666666666666668,1 days 16:59:19.291372560,0 days 00:00:26.724730949,5 days 02:47:34.394985882,0.7264957264957265,0.5277302943969611
206,overabelcabral,30.0,0.924187725631769,0.8,8.0,0,0 days 00:00:27.531633850,4 days 20:06:55.803740250,0.496,0.3333333333333333
207,overabelcabral,35.0,0.9240083987689476,1.3333333333333333,72.53333333333333,0,0 days 00:09:57.246658179,0 days 18:06:02.857638050,0.4995224450811843,0.3974358974358974
208,cem,23.0,0.9236830256641152,5.3,25.4,0,0 days 00:01:11.555460821,1 days 19:02:25.039072188,0.8372844827586207,0.8678571428571429
209,colegiobatistaindependente,24.0,0.9229946524064172,1.8333333333333333,14.166666666666666,-1 days +23:46:47.998292,0 days 00:00:16.509875486,4 days 21:24:34.043186818,0.5454545454545454,0.6423076923076924
210,isem,27.0,0.9221704576596328,7.833333333333333,37.833333333333336,0,0 days 00:23:48.075914882,7 days 02:40:13.317515595,0.8284625158831004,0.9696969696969696
211,colegiosete,30.0,0.919093851132686,0.5,15.428571428571429,0,0 days 08:21:40.743378611,2 days 12:57:51.791605428,0.8343815513626834,1.0
212,contemporaneolagoanova,32.0,0.9185372005044136,2.1333333333333333,35.46666666666667,0,0 days 00:14:43.390602628,3 days 01:24:06.092212625,0.7244897959183674,0.582936507936508
213,cem,32.0,0.9180977542932628,3.0,20.363636363636363,0,0 days 00:46:12.745049067,4 days 15:34:13.785135636,0.8238434163701067,0.8236111111111111
214,ceespacolivre,32.0,0.918032786885246,2.5,30.5,0 days 23:53:32.620144250,0 days 02:14:28.888632838,1 days 07:34:54.744262200,0.4615384615384615,0.6944444444444445
215,cem,33.0,0.9179177545691906,4.454545454545454,32.81818181818182,0,0 days 00:19:38.535520819,1 days 19:07:11.727610122,0.7923169267707083,0.8029761904761905
216,integradaeducativa,34.0,0.9177972865123704,1.0,5.535714285714286,0 days 00:54:47.152720,0 days 16:56:12.065940895,0 days 18:20:46.839630214,0.5555555555555556,0.580952380952381
217,aprovest,27.0,0.9176470588235294,0.3333333333333333,51.0,0,0 days 00:00:18.639025117,0 days 02:54:49.610401,0.8588235294117647,0.0
218,overabelcabral,32.0,0.9168591224018476,1.0,13.636363636363637,0,0 days 00:14:25.808029818,1 days 20:57:28.347722727,0.5642201834862385,0.9285714285714286
219,cnslpb,24.0,0.916415338216286,1.625,85.125,0,0 days 01:22:32.888048906,1 days 16:48:35.472539884,0.4765564950038432,1.0
220,overabelcabral,31.0,0.9157986111111112,1.4375,16.8125,0,0 days 00:00:38.320454976,5 days 00:02:53.148074913,0.6192609182530795,0.6590909090909091
221,colegiobatistaindependente,35.0,0.9157303370786516,1.0,6.8,-1 days +23:59:48.225951,0 days 00:00:50.365008693,0 days 12:53:30.326582200,0.4615384615384615,1.0
222,acessohauer,26.0,0.9157088122605364,1.0,11.0,0,0 days 01:53:18.972691020,1 days 01:55:39.792572500,0.4130434782608695,1.0
223,acessopinhais,32.0,0.915335463258786,0.75,53.0,0,0 days 01:46:21.194745753,3 days 04:53:58.517552666,0.7769230769230769,0.0
224,acessosantafelicidade,24.0,0.914512604594148,3.2222222222222223,45.55555555555556,0,0 days 03:30:19.951922744,1 days 16:26:13.178355448,0.7089985486211902,0.0
225,invictus,32.0,0.9140989729225024,1.2857142857142858,10.571428571428571,0,0 days 00:00:08.042115715,0 days 14:21:36.949233,0.8625954198473282,0.6333333333333333
226,colegioecursoprogressao,25.0,0.9136733716475096,4.461538461538462,42.15384615384615,0,0 days 00:00:37.092957263,4 days 02:06:40.052274465,0.6894824707846411,0.8421052631578947
227,colegiocb,33.0,0.9136253041362532,0.6666666666666666,10.333333333333334,0,0 days 02:06:59.100354936,1 days 12:44:01.110174500,0.825,1.0
228,overzonanorte,35.0,0.9131782945736434,1.8,60.5,0,0 days 00:10:45.516032604,0 days 17:21:39.128646222,0.4068100358422939,0.5909090909090909
229,spdacruz,31.0,0.9130938586326768,0.5882352941176471,8.470588235294118,0 days 00:00:01.082515,0 days 02:58:29.296298173,8 days 18:32:06.134859900,0.4814004376367615,1.0
230,stellamarisxaxim,35.0,0.9130056546324488,0.9444444444444444,13.666666666666666,0,0 days 01:06:50.183340060,2 days 02:35:04.138727235,0.3518930957683742,0.3843663911845729
231,santamariacn,28.0,0.912280701754386,1.0,1.0,0,0 days 00:01:36.066527,0 days 00:02:33.752463500,0.7017543859649122,0.5
232,colegiodasamericas,35.0,0.9122137404580152,1.25,6.5,0,0 days 00:10:52.449466686,1 days 21:46:12.303260600,0.7350993377483444,0.4375
233,progressaodc,32.0,0.9121856329025984,7.333333333333333,76.0,0,0 days 00:00:26.960530702,3 days 20:35:03.141416500,0.57991513437058,0.8
234,isem,26.0,0.9120932491500728,3.0,10.666666666666666,0,0 days 00:18:38.331242225,5 days 19:40:45.387475444,0.7599309153713298,0.9642857142857144
235,overmarciliofurtado,35.0,0.9107959551881843,2.25,83.375,0,0 days 00:01:25.626441143,0 days 21:41:52.104033500,0.6482479784366577,0.2777777777777778
236,colegioecursoprogressao,26.0,0.9101613093135524,1.736842105263158,17.36842105263158,0,0 days 00:00:20.095212630,7 days 09:21:29.409091969,0.6552511415525114,0.8952380952380953
237,isem,28.0,0.9100274725274724,1.7142857142857142,8.0,0,0 days 00:01:32.289703850,1 days 21:16:08.712796583,0.8458904109589042,0.9166666666666666
238,overmarciliofurtado,29.0,0.9095528455284552,0.75,7.25,0,0 days 00:00:10.998937075,34 days 05:18:35.182571666,0.6715328467153284,0.4285714285714285
239,colegiointegral,33.0,0.9084635325439642,1.3857142857142857,24.242857142857144,0 days 06:48:41.770958384,0 days 00:01:28.341798280,3 days 09:59:34.055144309,0.6502029769959404,0.5597826086956521
240,portinari,29.0,0.9082142605757724,0.7083333333333334,18.45833333333333,0 days 00:12:31.267821333,0 days 09:58:57.092980961,4 days 19:39:15.370680470,0.8244186046511628,0.8461538461538461
241,colegioecursoprogressao,27.0,0.9081504702194356,3.1538461538461537,28.384615384615383,0,0 days 00:00:27.819396665,5 days 08:35:08.553821682,0.6154553817847286,0.7888888888888889
242,overmarciliofurtado,31.0,0.9076396807297604,1.7272727272727273,15.454545454545457,0,0 days 00:00:20.969063,3 days 11:09:11.999948157,0.6125,0.6291666666666667
243,educandarioterciocorreia,33.0,0.9076305220883534,3.2857142857142856,34.857142857142854,0 days 00:21:20.867828,0 days 00:50:27.111267454,0 days 16:44:11.029387521,0.293103448275862,0.91875
244,colegiointegral,24.0,0.9074166770950652,1.0625,42.71875,0,0 days 00:01:26.524198962,2 days 14:01:19.156795058,0.8781887755102041,0.4807692307692308
245,contemporaneolagoanova,30.0,0.9072847682119204,0.6,10.0,0,0 days 00:01:23.474435700,10 days 10:55:19.683795666,0.8940397350993378,1.0
246,eccos,26.0,0.9037328094302554,0.8,7.8,0,0 days 00:00:31.652059384,1 days 12:49:33.008653,0.7540983606557377,1.0
247,colegioglobal,23.0,0.9032850064231968,2.2142857142857144,26.071428571428573,0,0 days 00:49:34.201019196,5 days 19:58:41.478574,0.8043052837573386,0.9642857142857144
248,acessoboqueirao,29.0,0.902439024390244,0.3333333333333333,3.0,0,0 days 00:03:32.655546666,0 days 15:23:02.697338,0.5493827160493827,1.0
249,colegiouirapuru,31.0,0.9024122807017544,1.0,5.833333333333333,0,0 days 01:22:10.408950361,3 days 19:56:28.818395,0.0184049079754601,1.0
250,colegioecursoprogressao,32.0,0.9023050369325564,6.769230769230769,61.53846153846154,0,0 days 00:00:29.842498309,4 days 11:07:31.912856829,0.5922069197178368,0.7464285714285714
251,invictus,23.0,0.9007717750826902,1.0,8.444444444444445,0,0 days 00:00:12.765613342,0 days 17:58:33.182385,0.8166666666666667,0.3722222222222222
252,crescercampinas,23.0,0.9004242018307658,1.4285714285714286,13.285714285714286,0,0 days 00:43:40.438178441,3 days 01:00:03.224519833,0.6234915526950925,0.875
253,colegioecursoprogressao,30.0,0.9001766784452296,1.25,8.5,0,0 days 00:00:38.573296788,7 days 12:24:26.924877400,0.4723618090452261,1.0
254,educandarioterciocorreia,35.0,0.9,0.5,1.0,0,0 days 00:03:13.858300,0 days 00:43:28.604429,0.05,1.0
255,santamariacn,25.0,0.8996752075063154,0.5,21.5,0,0 days 10:09:54.172121554,9 days 02:41:17.152424500,0.7295081967213115,0.8333333333333334
256,colegioglobal,30.0,0.8990228013029316,1.0,14.0,0,0 days 18:12:21.170267915,17 days 23:01:04.163779666,0.4411764705882353,0.8333333333333333
257,colegiointegral,32.0,0.8985223353063918,2.4444444444444446,42.388888888888886,0,0 days 00:00:48.851921027,5 days 23:35:02.142124636,0.8311148086522463,0.4566966659071921
258,colegiosete,33.0,0.8977272727272727,0.9047619047619048,19.142857142857142,0,0 days 03:24:47.152901325,1 days 06:50:21.632857210,0.7700453857791225,0.5083333333333333
259,colegioeag,33.0,0.896551724137931,1.0,10.0,0,0 days 00:33:29.727324950,1 days 06:46:22.961127500,0.8275862068965517,1.0
260,colegiosete,32.0,0.8962300816167897,0.8181818181818182,16.181818181818183,0,0 days 02:47:38.932902177,1 days 11:46:13.723156111,0.7718120805369127,0.8333333333333333
261,colegiosete,29.0,0.8958333333333334,0.4444444444444444,12.0,0,0 days 21:05:38.356596353,2 days 20:08:52.960210500,0.9097222222222222,0.0
262,isem,25.0,0.8953261062733251,1.0625,17.0,0,0 days 00:22:50.341067202,0 days 14:03:03.006838941,0.5695754716981132,0.7333333333333334
263,colegiouniverso,24.0,0.895164213731603,1.7777777777777777,70.77777777777777,0 days 02:31:48.419947333,0 days 00:02:01.860224913,2 days 17:40:18.056178,0.7194244604316546,0.8888888888888888
264,invictus,27.0,0.8939597315436242,1.0,13.4,0,0 days 00:00:05.788194362,0 days 21:17:02.592265100,0.8099173553719008,0.5034013605442177
265,overmarciliofurtado,32.0,0.893569844789357,1.7,18.0,0,0 days 00:00:23.336183811,2 days 07:07:28.056317294,0.7346491228070176,0.7333333333333334
266,colegioguilhermedealmeida,34.0,0.8934280639431617,0.6666666666666666,6.0,0,0 days 00:00:36.601477,1 days 15:58:37.415529250,0.5706521739130435,1.0
267,overlimaesilva,35.0,0.8925233644859814,1.0,18.571428571428573,0,0 days 00:00:42.235904403,0 days 10:53:16.258892285,0.6601941747572816,0.9523809523809524
268,colegiobetelbrasileirosp,34.0,0.8923469387755102,1.5714285714285714,6.642857142857143,0 days 19:17:24.828096333,0 days 00:01:51.717784495,2 days 09:37:01.409143954,0.7086247086247086,1.0
269,colegiosete,31.0,0.891256569517439,0.8181818181818182,17.09090909090909,0,0 days 04:21:20.901196417,1 days 08:06:10.846658444,0.7733026467203682,0.2083333333333333
270,contemporaneolagoanova,31.0,0.8906347424865944,2.2142857142857144,35.0,0,0 days 00:08:44.864694187,4 days 21:02:14.940083,0.7745496804183614,0.7552083333333333
271,educandarioterciocorreia,31.0,0.8904109589041096,1.0,8.666666666666666,0 days 05:33:26.404076,0 days 00:00:57.030998944,0 days 15:00:45.300858333,0.3235294117647059,1.0
272,aescobjetivo,30.0,0.8900394477317555,0.7333333333333333,14.466666666666669,0,0 days 00:54:42.463032859,8 days 20:27:58.904885818,0.698943661971831,0.5555555555555556
273,overjoaopessoa,32.0,0.8888888888888888,2.0,13.333333333333334,0,0 days 00:00:44.501510433,0 days 18:00:44.382758833,0.7346938775510204,0.5
274,eacorcovado,31.0,0.8888888888888888,1.0,24.0,0,0 days 02:01:58.306115041,2 days 19:29:51.641928,0.6666666666666666,1.0
275,acessocampolargokids,31.0,0.8884955752212389,0.5714285714285714,9.714285714285714,0 days 00:37:44.912210,0 days 02:09:56.244547551,4 days 04:07:56.635346500,0.3275862068965517,1.0
276,physicsalmirantebarroso,33.0,0.8879350250389261,0.625,74.125,0,0 days 00:00:24.878646495,0 days 09:37:02.218262400,0.3613013698630137,0.0
277,progressaodc,27.0,0.8877906976744186,3.6666666666666665,38.333333333333336,0,0 days 06:21:54.459620075,16 days 09:19:16.727337181,0.5294117647058824,0.85
278,mariliamattoso,27.0,0.887546468401487,0.75,27.0,0,0 days 00:00:38.778396994,0 days 13:34:31.846172,0.813953488372093,0.875
279,einsteinassis,24.0,0.8855881172219991,2.571428571428572,29.428571428571427,0 days 01:27:23.661439500,0 days 00:01:06.363471988,0 days 23:07:15.350323500,0.4551971326164875,0.8571428571428571
280,colegioup,25.0,0.8854084949008181,5.111111111111111,66.66666666666667,0 days 02:12:22.292782863,0 days 01:23:22.141836054,1 days 10:31:40.030808880,0.7490909090909091,0.6411739693997758
281,crb,23.0,0.884805728124671,2.85,41.1,0 days 03:31:37.963123720,0 days 02:44:12.742934914,5 days 23:42:40.760564736,0.8417618270799347,0.0
282,colegiosete,34.0,0.8844087896756191,1.3529411764705883,25.0,0,0 days 12:47:40.277119810,0 days 14:13:52.356612478,0.638112973308504,0.0
283,villalobos,30.0,0.88,2.0,25.0,0,0 days 00:00:38.780958225,3 days 14:45:34.171817,0.7181818181818181,1.0
284,itamarati,25.0,0.88,1.0,8.0,0,0 days 00:00:22.014224062,0 days 18:36:24.878048500,0.76,1.0
285,mariliamattoso,24.0,0.8799446658542209,2.25,76.41666666666667,0,0 days 00:01:45.867941595,1 days 17:54:40.520232555,0.8176845943482224,0.9435897435897436
286,colegioensitec,23.0,0.8788841807909604,1.9,12.9,0 days 00:31:05.765803,0 days 00:02:05.202186019,5 days 23:44:31.799172736,0.7964601769911505,0.9642857142857144
287,acessosantafelicidade,32.0,0.8774603174603175,1.2142857142857142,23.928571428571427,0,0 days 02:03:41.277529875,3 days 02:05:57.357860882,0.6832740213523132,0.0
