,namespace,Porcentagem de exercícios de AAs em relatórios de AD,Média de exercícios em relatórios de AD por turma,Nº de AAs aplicadas da estante,Porcentagem de AAs com classificação de habilidades iniciada,Porcentagem de AAs com classificação de habilidades finalizada,Porcentagem de AAs com classificação de habilidades finalizada (ao menos foi iniciada),Porcentagem de visualização dos relatórios de AD por alunos,Porcentagem de professores que visualizaram relatórios de AD,Porcentagem de administradores que visualizaram relatórios de AD
1209,esm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1210,abaweb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1211,escolinhadoiuri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1212,escolinhacaca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1213,escolaviva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1214,escolavitoriaregia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1215,escolavida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1216,escolasplugadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1217,escolasoito,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1218,escolasementesdoamanha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1219,escolasemear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1220,escolasapiencia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1221,escolasanti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1222,escolasantaclara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1223,escolainterativa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1224,escolaimpacto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1225,escolaalpha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1226,escolacristacandeias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1227,escolacristaboaviagem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1228,escolacristaba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1229,escolacrescimento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1230,escolaclgo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1231,escolaceuazul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1232,escolacemepe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1233,escolaceda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234,escolacasulo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1235,escolaidaam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1236,escolacastelokids,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1237,escolacastanheiras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1238,escolaborghesi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1239,escolabetuel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1240,escolabemmequer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1241,escolabedelandia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1242,escolaarrudacamara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1243,escolaarcasp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1244,escolacristaemaldeia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1245,escolacristaempiedade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1246,escolacristal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1247,escolacristanavarzea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1248,escolahwallon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1249,escolageorgina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1250,escolafrozi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1251,escolaevangelicabetel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1252,escolaesfera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1253,escolaeducativa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1254,escolaeboasnovas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1255,escoladrgadelha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1256,escoladomingossavio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1257,escoladomestica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1258,escoladofuturo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1259,escoladenisecarvalho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1260,escoladavila,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1261,escoladanielberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1262,escoladalivia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1263,escolacristasumare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1264,dombosco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1265,dokimos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1266,dojo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1267,colegiosantadoroteia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1268,colegiosalesianorn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1269,colegiosagradafamilia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1270,colegiosaberviver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1271,colegiorgf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1272,colegioraiodesol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1273,colegiopurissimo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1274,colegiopolivalente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1275,colegiopromundo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1276,colegioprimeiromundo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1277,colegioprevejau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1278,colegiopresbiterianosimonton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1279,colegiopresbiterianobras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1280,colegiopremiumgentil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1281,colegiosantamariaminas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1282,colegiosantanna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1283,colegiosantoscarneiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1284,colegiosaojudas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1285,colegiouniversitario,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1286,colegiounidadejardim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1287,colegiotelesmourabrasil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1288,colegiotelescastelao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1289,colegiosuzart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1290,colegiosussurana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1291,colegiosp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1292,colegiosoledade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1293,colegiosm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1294,colegiosiglan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1295,colegioshalom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1296,colegiosaoluis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1297,colegioportoseguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1298,djanirapereira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1299,colegiomarcondes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,colegiometropolitan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1301,colegiometropole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1302,colegiomastersp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1303,colegiomartinus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1304,colegiomaristaroque,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1305,colegiomarilia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1306,colegiomariahelena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1307,colegiomanoellobo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1308,colegiopitagoraspe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1309,colegiolumiar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1310,colegiolouveira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1311,colegiolobato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1312,colegioliceujardim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1313,colegiolemeitapeva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1314,colegiolegado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1315,colegiomonjolo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1316,colegiomontesclaros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317,colegiomotiva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1318,colegiomundoideal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1319,colegiopitagoras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1320,colegiopel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1321,colegiopatriciacosta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1322,colegiopassionista,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1323,colegiopadremororo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1324,colegiopadreeustaquio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1325,colegiootacilio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1326,colegiooficina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1327,colegioodysseus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1328,colegioocteto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1329,colegiooctagon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1330,colegioobjetivosorocaba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1331,colegionivardomoura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1332,colegion1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1333,colegioveratz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1334,colegiovitoria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1335,colegiovitoriaregia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1336,ctbmsa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1337,cursoequacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1338,cursoclaudiomuniz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1339,cursoacre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1340,culturainglesa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1341,ctem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1342,csvp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1343,colegiovitorino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1344,cssg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1345,csdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1346,cscatarina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1347,csasp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1348,csaci,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1349,csa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1350,cs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1351,cruzeiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352,cursoforca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353,cursologhus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354,divinomestre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355,dionysia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356,dialeticacursos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357,diagnosticoamais,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1358,dhrczs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1359,devry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1360,descomplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1361,demosesi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362,demo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1363,decisao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1364,dbosco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1365,darwin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1366,dantealighieri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1367,cristorei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1368,cristaodapenha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1369,cristaoantenorthomazi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1370,consepe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1371,conib,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372,conhecereducacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1373,confessionalmonza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1374,conexao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1375,concordia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1376,complexoemodelo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1377,compa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1378,comeniusuberaba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1379,comenius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1380,colsantamaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1381,colsagradafamila,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1382,colsaberviver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1383,colprogressao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1384,colmetodista,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1385,coleguium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1386,colegiovivopiracicaba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1387,conradochaves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1388,cristadecuritiba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1389,criativaedinamica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1390,criancaesperanca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1391,crechedapaz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1392,crecei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393,cpdacdigital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1394,cpchamberlain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1395,cpcentenario,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1396,cotemig,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1397,coracaodejesus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1398,coracao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1399,coopermundi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,contratos2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1401,conteudos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1402,zuleideconstantino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403,marciliopires,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1404,marcosfreitas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1405,lucasmadsen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1406,lourdinascg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1407,losango,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1408,machadodeassispicos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1409,marcelinasbotucatu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1410,manoelpereira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1411,magna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1412,logicareforcoescolar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1413,madretereza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1414,madresavina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1415,abb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1416,llesser,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1417,labatualidades,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1418,kzdireitodigital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1419,kl3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1420,kiujo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1421,kijuj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1422,khanacademy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1423,kerygma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1424,kepler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1425,jpathias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1426,josehumbertoborges,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1427,josecesario,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1428,lagracia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1429,lamark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1430,liviacarneiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1431,linkandlearn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1432,lidera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1433,liceufranco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1434,libanobrasileiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1435,leme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1436,lavraguedes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1437,lapisnamao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1438,liceusalesiano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1439,masterbezerra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1440,nova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1441,nilip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1442,nextgestor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1443,newtonpaiva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1444,nageljewishacademy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445,mutiraodesaomarcos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1446,mupi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1447,mundialcc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1448,msofia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1449,novoemlasalle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1450,mov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1451,novooriente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1452,objetivosorocaba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1453,objetivosjc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1454,objetivogurupi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455,objetivoguaxupe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1456,nuvemvoadora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1457,nucec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1458,nsressureicao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1459,nsdosagradocoracao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1460,nsaparecida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1461,mathmind,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1462,materamabilis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1463,masternatal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1464,marketing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1465,maristajoaopauloii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1466,maristacolatina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1467,maristacentronorte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1468,marinanascimento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1469,marialuiza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1470,mayrink,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1471,meninojesuspe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1472,moniquebarreto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1473,miraflores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1474,milhaense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475,mestrezecaamancio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1476,mesalva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1477,ivantotola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1478,joaolyrafilho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1479,galileugalilei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1480,gabrielrtaliuli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1481,futuroeducacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1482,fundacaoeducar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1483,fsjb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1484,fmu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1485,fmit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1486,florestasenadorcanedo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1487,flordenicedacosta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1488,fisicamarginal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1489,guidotti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1490,grupopreve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1491,grupoiep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1492,granbery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1493,gracinha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1494,gislainerosati,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1495,girassolcrecheescola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1496,ginasiodeeducacaodavinci,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1497,gestaodenegocios,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1498,geraeduca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1499,genius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,genesisstellamaris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1501,genesiscolegioecurso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1502,gef,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1503,gdv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1504,fip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1505,etaf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1506,estudar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
