,namespace,Porcentagem de exercícios de AAs em relatórios de AD,Média de exercícios em relatórios de AD por turma,Nº de AAs aplicadas da estante,Porcentagem de AAs com classificação de habilidades iniciada,Porcentagem de AAs com classificação de habilidades finalizada,Porcentagem de AAs com classificação de habilidades finalizada (ao menos foi iniciada),Porcentagem de visualização dos relatórios de AD por alunos,Porcentagem de professores que visualizaram relatórios de AD,Porcentagem de administradores que visualizaram relatórios de AD
291,lourencofilho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,lourenco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,lkioio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,livreaprender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,liviasoares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,maxime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,metropolitanojunior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,melquiadescamelo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,nsfatima,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,objetivoitanhandu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,objetivohortolandia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,objetivocentro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,objetivoamericana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,nucleo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,nsgloria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,nsdasneves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,mendesrios,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,nsdasgracas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,nsconceicao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,novavisao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,novaepoca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,novadimensao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,novaalianca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,notredame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,objetivomairinque,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,objetivoportal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,objetivoraiodesol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,ouse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,oswalddeandrade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,oswald,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,olivierfurtado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,oliveiranetto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,olavonunes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,odariconascimento,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,obrasilparacristo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,objetivozonanorte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,objetivovgp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,nossasenhoradesion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,nihongogakkou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,nesfa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,montedasoliveiras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,monsenhorfrancisco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,mojuca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,mocinhagomes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,mobile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,mls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,ministrodafazenda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,milenamadeira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,migueldecervantes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,mfecursos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,juntos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,metodocerto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,metodistadosul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,mestre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,mentoring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,monsenhorgoncalo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,montenegrofilho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,neppraiadacosta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,moppe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,nepitaparica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,nepesitaparica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,nep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,neila,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,necicem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,near,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,naia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,mundoencantado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,mundodeplatao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,mundoarteceb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,mundialfranciscobeltrao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,msetemporario,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,motivacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,motiva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,moria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,katirodrigues,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,josemariano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,juarezwanderley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,gegsjcampos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,ginasioanchieta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,geraldob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,geracaocolegioecurso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,geracao2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,georgestein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,genesislife,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,geneduc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,gaylussac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,goncalomartins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,gamt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,gaga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,gacc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,ftec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,ftd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,giramundo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,grandepasso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,jpn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,herciliovilanova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,iecm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,idealbsb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,idb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,iceducacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,ias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,iabcd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,humus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,hamiltondarocha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,gremioescolarserrano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,hackiandoaeduc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,habillis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,habilisescolaecurso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,gustavo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,guroo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,guilhermefilho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,gualberto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,guairaca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,franciscopinto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,franciscoperes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,exato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,fame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,famacanguarn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,faculdadeamadeus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,externatocrespo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,experimente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,experimentacaogratuita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,excelente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,evolucao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,franciscolobo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,evdl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,evangelicobetel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,evangelicagoianesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,evangelhosimples,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,evangcriancafeliz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,euquerotchu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,etepsjc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,estreladedavi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,fariabrito,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,fazeducacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,fecap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,felipemanoelcampos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,franciscanopioxii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,forumcultural,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,formacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,fontenova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,florence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,fito,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,fisicainloco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,fisicadf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,fisica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,finalizandabagaca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,filipegoncalves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,filgueiras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,fiep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,fide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,fernaogaivota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,fepcrato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,iegcolegioecurso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,ienec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,iescamp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,ivv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,jeanpiaget,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,jeanjacquesrousseau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,jardimaprender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,janainadias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,jam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,jaimekratz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,iracilvianunes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,itamarataizes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,italo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,ita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,isj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,isemear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,isec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,isadoralemos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,jesusmariajose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,jeucnovageracao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,jlinstvve,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,josesoares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,josepinheiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,josepiaulino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,josepaulino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,josemelo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,joseflorencio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,josecabral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,jorgeaugusto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,joracycruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,joaoxxiii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,joaosampaio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,joaorosa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,joaopedrodealmeida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,joaohmendonca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,joaogoulartjp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,joaoferreira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,isaacnewtonsp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,iesementes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,inspira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,institutocristaoeducacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,institutocaminhar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,institutoauxiliadora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,inspiresjc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,inspire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,inspiracao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,ipresbiterianocf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,informacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,imundoideal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,implantacaoremota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,imeducacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,imaculada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,igmk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,igd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,ieveralucia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,institutoeducacaosp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,institutoideia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,institutokairos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,ipetucurui,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,ipesimonton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,iperesende,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,ipepirai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,ipenilopolis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,ipemg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,ipec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,ipdhsolucoes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,ipcabofrio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,invertida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,integradotatui,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,institutotecnicodoplanalto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,institutomariaauxiliadora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,pcf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,padreeustaquio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,sidarta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,singularidades,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,sincroniza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,simulados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,simplificaquepassa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,simontonsapezal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,simontondf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,shekinah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,smevilaura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,shalomblumenau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,sfhfakhfakfakj,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,setrem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,setedesetembro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,sesitaubate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,sesisumare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,sesisjdoriopreto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,sesisbc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,sistemadeensinogpi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,sistemaeducacionalmaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,sistemafb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,sistemaincentivo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,smerousseau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,smepresbiterianopprudente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,smemundodeplatao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,smemhorebe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,smelemeitapeva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,smelamarck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
545,smeisaacnewton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546,smeipebotucatu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547,smecristaodecastro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548,smecolegiorgf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549,smecolegiojjr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,smecolegioevangelicoluz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,smecbvm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,sme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,smartz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554,sjoseegito,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
555,sistemaprima,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,sesisaocarlos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,sesisantos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,sesiportoferreira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
559,serjundiai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,seomega,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,senninha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,senhorbonfim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,senaitocantins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564,senaismo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,senaiourobranco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,senai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,semearjacarei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,semeares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,selecao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,segurancadigital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,scopum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,saturninopereira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,saseducacao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,sasadaptteste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,sasadaptrelatorios,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,sasadaptfund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,serios,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,sersorocaba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,sesipinda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,sesi207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,sesiparaguacupaulista,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,sesilimeira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583,sesiitatiba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,sesiipiranga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,sesiigaracudotiete,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586,sesihorto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587,sesigru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,sesidescalvado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,sesicruzeiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,sesicrixas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,sesicotia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,sesicampinas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,sesicacapava,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,sesibarrabonita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,sesiapucarana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,sesiamericana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,sesialvaresmachado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,smetatui,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
